FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value
ENSMUSG00000027637,1110008F13Rik,1.018012691,-0.233591239,0.626063648,1.197414049,0.233591239,0.626063648
ENSMUSG00000076432,Ywhaq,1.015987198,-1.745160788,0.012038155,3.411776485,1.745160788,0.012038155
ENSMUSG00000022037,Clu,1.014906935,-0.040318091,0.802153935,1.043774364,0.040318091,0.802153935
ENSMUSG00000060073,Psma3,1.013961705,-1.846613018,0.006855375,3.653210274,1.846613018,0.006855375
ENSMUSG00000025503,Taldo1,1.013691639,-1.063741516,0.111894141,2.12169088,1.063741516,0.111894141
ENSMUSG00000015093,Clic3,1.008020259,-1.689010041,0.016051104,3.255698075,1.689010041,0.016051104
ENSMUSG00000017188,Coa3,1.005184569,-0.836846415,0.197921314,1.797340435,0.836846415,0.197921314
ENSMUSG00000075420,Smim6,1.002213847,-0.841115895,0.195985895,1.797340435,0.841115895,0.195985895
ENSMUSG00000060591,Ifitm2,0.994922073,-1.272539636,0.090605921,2.407021723,1.272539636,0.090605921
ENSMUSG00000033938,Ndufb7,0.99006089,-0.854799674,0.189692762,1.792462985,0.854799674,0.189692762
ENSMUSG00000036371,Serbp1,0.989925857,-0.782645584,0.22527283,1.70466888,0.782645584,0.22527283
ENSMUSG00000057666,Gapdh,0.98911566,-1.321300243,0.07525966,2.475306027,1.321300243,0.07525966
ENSMUSG00000001833,7-Sep,0.979393294,-0.648360707,0.302175931,1.536396844,0.648360707,0.302175931
ENSMUSG00000028673,Fuca1,0.976557604,-0.443804247,0.447387508,1.329105207,0.443804247,0.447387508
ENSMUSG00000021917,Spcs1,0.973856947,-1.613607868,0.022743633,2.984999583,1.613607868,0.022743633
ENSMUSG00000006699,Cdc42,0.970751192,-1.268042108,0.090367092,2.341176144,1.268042108,0.090367092
ENSMUSG00000050608,Minos1,0.96548491,-1.521048286,0.034099148,2.77526922,1.521048286,0.034099148
ENSMUSG00000037822,Smim14,0.965349877,-1.320439263,0.075464532,2.414337898,1.320439263,0.075464532
ENSMUSG00000006818,Sod2,0.962379155,-2.064759422,0.001686898,4.033651398,2.064759422,0.001686898
ENSMUSG00000044894,Uqcrq,0.957517972,-1.122600115,0.093476695,2.087548728,1.122600115,0.093476695
ENSMUSG00000049382,Krt8,0.95603261,-3.127362465,2.29E-08,8.372143439,3.127362465,2.29E-08
ENSMUSG00000022193,Psmb5,0.953602019,-1.75058901,0.011683458,3.214239747,1.75058901,0.011683458
ENSMUSG00000091537,Tma7,0.953466986,-0.794955373,0.218698824,1.655894377,0.794955373,0.218698824
ENSMUSG00000019210,Atp6v1e1,0.951171428,-0.722196901,0.25916444,1.570538996,0.722196901,0.25916444
ENSMUSG00000000088,Cox5a,0.950766329,-1.203437222,0.072131416,2.19241391,1.203437222,0.072131416
ENSMUSG00000026878,Rab14,0.946850376,-0.952115584,0.148130044,1.833921313,0.952115584,0.148130044
ENSMUSG00000006740,Kif5b,0.945905146,-1.401270736,0.055723325,2.502132004,1.401270736,0.055723325
ENSMUSG00000025381,Cnpy2,0.943609588,-0.55030233,0.368614187,1.38275716,0.55030233,0.368614187
ENSMUSG00000029465,Arpc3,0.940098734,-1.015110972,0.123602355,1.902205617,1.015110972,0.123602355
ENSMUSG00000027642,Rpn2,0.939153504,-1.371724193,0.062357024,2.433847699,1.371724193,0.062357024
ENSMUSG00000021957,Tkt,0.934562387,-0.836517082,0.198226041,1.670526728,0.836517082,0.198226041
ENSMUSG00000060860,Ube2s,0.933347091,-1.056574268,0.114129412,1.943663944,1.056574268,0.114129412
ENSMUSG00000003814,Calr,0.933212058,-1.005252676,0.127780484,1.87537964,1.005252676,0.127780484
ENSMUSG00000031505,Carkd,0.928485908,-0.266212255,0.596332489,1.116936119,0.266212255,0.596332489
ENSMUSG00000038803,Ost4,0.928215842,-0.770795277,0.231389577,1.585171347,0.770795277,0.231389577
ENSMUSG00000041126,H2afv,0.926865514,-1.093493079,0.102348902,1.980244822,1.093493079,0.102348902
ENSMUSG00000027360,Hdc,0.924975054,-3.031097461,8.83E-08,7.57711904,3.031097461,8.83E-08
ENSMUSG00000002014,Ssr4,0.92335466,-0.4925518,0.411420836,1.299840505,0.4925518,0.411420836
ENSMUSG00000040883,Tmem205,0.922814528,-0.25606716,0.604945226,1.102303768,0.25606716,0.604945226
ENSMUSG00000032348,Gsta4,0.91957374,-1.893101846,0.005298837,3.421531385,1.893101846,0.005298837
ENSMUSG00000006412,Pfdn2,0.912552031,-1.278554178,0.086933547,2.216801161,1.278554178,0.086933547
ENSMUSG00000030591,Psmd8,0.910391506,-0.350096116,0.52300641,1.160833171,0.350096116,0.52300641
ENSMUSG00000028837,Psmb2,0.905800388,-1.30660086,0.079298777,2.243627138,1.30660086,0.079298777
ENSMUSG00000042675,Ypel3,0.903639863,-1.000206644,0.129055756,1.809534061,1.000206644,0.129055756
ENSMUSG00000018042,Cyb5r3,0.902289534,-1.187952915,0.076092209,2.058284026,1.187952915,0.076092209
ENSMUSG00000021520,Uqcrb,0.902289534,-0.773484414,0.23041469,1.54371302,0.773484414,0.23041469
ENSMUSG00000050335,Lgals3,0.90161437,-2.85424245,3.05E-06,6.533344676,2.85424245,3.05E-06
ENSMUSG00000030122,Ptms,0.90066914,-1.358002493,0.065658869,2.311911442,1.358002493,0.065658869
ENSMUSG00000025825,Iscu,0.898103516,-1.082877886,0.105643312,1.904644342,1.082877886,0.105643312
ENSMUSG00000023004,Tuba1b,0.897968483,-3.065461109,5.05E-08,7.533221988,3.065461109,5.05E-08
ENSMUSG00000022820,Ndufb4,0.897968483,-0.256704832,0.604357767,1.073039066,0.256704832,0.604357767
ENSMUSG00000016534,Lamp2,0.897698417,-0.172943598,0.681153697,1.012070937,0.172943598,0.681153697
ENSMUSG00000049760,2410015M20Rik,0.895672924,-0.594703318,0.33766619,1.353492458,0.594703318,0.33766619
ENSMUSG00000026223,Itm2c,0.893917497,-0.292373318,0.572135895,1.094987592,0.292373318,0.572135895
ENSMUSG00000038462,Uqcrfs1,0.893647432,-0.814418341,0.208525647,1.572977722,0.814418341,0.208525647
ENSMUSG00000028470,Hint2,0.889731479,-1.364946042,0.063865082,2.294840366,1.364946042,0.063865082
ENSMUSG00000079197,Psme2,0.889461413,-0.17230123,0.681149715,1.002316037,0.17230123,0.681149715
ENSMUSG00000024132,Eci1,0.886625723,-0.798745833,0.216844458,1.54371302,0.798745833,0.216844458
ENSMUSG00000031839,Hsbp1,0.884735263,-1.846632551,0.006865053,3.187413771,1.846632551,0.006865053
ENSMUSG00000026032,Ndufb3,0.883655,-0.83063842,0.200460336,1.572977722,0.83063842,0.200460336
ENSMUSG00000032959,Pebp1,0.881629508,-3.209795034,5.89E-09,8.174606702,3.209795034,5.89E-09
ENSMUSG00000061613,U2af1,0.877443489,-1.03680497,0.121314184,1.802217886,1.03680497,0.121314184
ENSMUSG00000006360,Crip1,0.876768325,-3.454536004,2.26E-10,9.632964342,3.454536004,2.26E-10
ENSMUSG00000021131,Erh,0.873122438,-1.714668471,0.014149272,2.870379501,1.714668471,0.014149272
ENSMUSG00000002416,Ndufb2,0.872447273,-0.749674699,0.243381338,1.46811254,0.749674699,0.243381338
ENSMUSG00000009863,Sdhb,0.866640861,-1.335470002,0.04500267,2.189975184,1.335470002,0.04500267
ENSMUSG00000042079,Hnrnpf,0.866370795,-2.458170315,6.30E-05,4.770146393,2.458170315,6.30E-05
ENSMUSG00000028843,Sh3bgrl3,0.864750401,-1.746821015,0.01206191,2.906960379,1.746821015,0.01206191
ENSMUSG00000023020,Cox14,0.862724908,-1.944510562,0.003751072,3.326421104,1.944510562,0.003751072
ENSMUSG00000022136,Dnajc3,0.858943988,-1.169156083,0.081016129,1.933909044,1.169156083,0.081016129
ENSMUSG00000000078,Klf6,0.857998758,-1.766567823,0.011376027,2.924031455,1.766567823,0.011376027
ENSMUSG00000027133,Nop10,0.853947772,-0.61603814,0.325436571,1.309595405,0.61603814,0.325436571
ENSMUSG00000091956,C2cd4b,0.853542674,-0.339676089,0.532701969,1.080355241,0.339676089,0.532701969
ENSMUSG00000018569,Cldn7,0.852462411,-2.371250207,0.000143017,4.418969971,2.371250207,0.000143017
ENSMUSG00000073481,2-Mar,0.84908659,-0.791215361,0.221110826,1.470551265,0.791215361,0.221110826
ENSMUSG00000022961,Son,0.847601228,-1.074972482,0.108620326,1.787585535,1.074972482,0.108620326
ENSMUSG00000030869,Ndufab1,0.84152475,-1.745623635,0.012033803,2.826482449,1.745623635,0.012033803
ENSMUSG00000019659,Ccdc12,0.841119651,-0.761165949,0.236449678,1.426654213,0.761165949,0.236449678
ENSMUSG00000062397,Zfp706,0.838148928,-0.75142179,0.241910015,1.412021862,0.75142179,0.241910015
ENSMUSG00000036299,BC031181,0.836393501,-1.530186883,0.033011349,2.419215349,1.530186883,0.033011349
ENSMUSG00000022051,Bnip3l,0.833287746,-1.230954887,0.065608947,1.958296295,1.230954887,0.065608947
ENSMUSG00000031765,Mt1,0.832747614,-3.307482414,1.65E-09,8.262400807,3.307482414,1.65E-09
ENSMUSG00000028648,Ndufs5,0.827616366,-1.492129298,0.038781941,2.331421243,1.492129298,0.038781941
ENSMUSG00000064326,Siva1,0.827481333,-0.564404143,0.359557363,1.224240025,0.564404143,0.359557363
ENSMUSG00000029621,Arpc1a,0.824915709,-0.325787909,0.544246455,1.034019464,0.325787909,0.544246455
ENSMUSG00000036781,Rps27l,0.817758967,-1.390036055,0.036338841,2.146078132,1.390036055,0.036338841
ENSMUSG00000071655,Ubxn1,0.812627719,-0.796026531,0.217958265,1.412021862,0.796026531,0.217958265
ENSMUSG00000021807,2700060E02Rik,0.81127739,-0.618516336,0.323118251,1.246188552,0.618516336,0.323118251
ENSMUSG00000020022,Ndufa12,0.8084417,-1.525942151,0.033624776,2.331421243,1.525942151,0.033624776
ENSMUSG00000026003,Acadl,0.806821306,-0.662634722,0.293991244,1.277891978,0.662634722,0.293991244
ENSMUSG00000039615,Stub1,0.804525748,-1.018588295,0.122712071,1.631507125,1.018588295,0.122712071
ENSMUSG00000021094,Dhrs7,0.803175419,-1.287630108,0.053762202,1.963173746,1.287630108,0.053762202
ENSMUSG00000026895,Ndufa8,0.800744828,-1.023228286,0.121817614,1.6290684,1.023228286,0.121817614
ENSMUSG00000021996,Esd,0.800744828,-0.679025037,0.285084598,1.282769429,0.679025037,0.285084598
ENSMUSG00000028822,Tmem50a,0.794668349,-0.830748069,0.200460336,1.414460587,0.830748069,0.200460336
ENSMUSG00000058135,Gstm1,0.789942199,-5.04699261,9.78E-27,26.17727576,5.04699261,4.81E-15
ENSMUSG00000029048,Rer1,0.788186772,-1.050336003,0.116870281,1.63394585,1.050336003,0.116870281
ENSMUSG00000025132,Arhgdia,0.788051739,-0.539997439,0.376903735,1.14620082,0.539997439,0.376903735
ENSMUSG00000054091,1810037I17Rik,0.783865721,-2.968449246,1.88E-07,6.148026103,2.968449246,1.88E-07
ENSMUSG00000024516,Sec11c,0.774413421,-1.259243421,0.059356396,1.855869839,1.259243421,0.059356396
ENSMUSG00000026021,Sumo1,0.767796811,-1.229354914,0.06626913,1.802217886,1.229354914,0.06626913
ENSMUSG00000079477,Rab7,0.766176417,-0.742680017,0.247327174,1.282769429,0.742680017,0.247327174
ENSMUSG00000031734,Irx3,0.763880858,-0.844900433,0.195759444,1.373002259,0.844900433,0.195759444
ENSMUSG00000020390,Ube2b,0.760910136,-1.991740416,0.002808645,3.031335361,1.991740416,0.002808645
ENSMUSG00000022234,Cct5,0.756454051,-1.386553307,0.036949733,1.980244822,1.386553307,0.036949733
ENSMUSG00000027706,Sec62,0.755103723,-1.336728771,0.044836414,1.909521792,1.336728771,0.044836414
ENSMUSG00000028062,Lamtor2,0.753483329,-1.422085137,0.032194972,2.021703149,1.422085137,0.032194972
ENSMUSG00000028452,Vcp,0.752538099,-1.324980755,0.046990401,1.887573266,1.324980755,0.046990401
ENSMUSG00000035048,Anapc13,0.751457836,-0.700543903,0.271123956,1.2218013,0.700543903,0.271123956
ENSMUSG00000094724,Rnaset2b,0.749837441,-0.697898365,0.272462474,1.21692385,0.697898365,0.272462474
ENSMUSG00000006299,Aamp,0.749567376,-0.689735731,0.278287658,1.209607674,0.689735731,0.278287658
ENSMUSG00000028798,Eif3i,0.748757179,-0.547974832,0.371139931,1.094987592,0.547974832,0.371139931
ENSMUSG00000008859,Rala,0.748217047,-0.795930478,0.218760078,1.299840505,0.795930478,0.218760078
ENSMUSG00000005881,Ergic3,0.744976259,-1.866909271,0.006159689,2.721617267,1.866909271,0.006159689
ENSMUSG00000010095,Slc3a2,0.744841226,-0.891504397,0.175488422,1.38275716,0.891504397,0.175488422
ENSMUSG00000029994,Anxa4,0.744706193,-0.794586852,0.220082953,1.292524329,0.794586852,0.220082953
ENSMUSG00000047187,Rab2a,0.744706193,-0.666831304,0.293142604,1.182781698,0.666831304,0.293142604
ENSMUSG00000032667,Pon2,0.744031029,-0.784986282,0.224219209,1.282769429,0.784986282,0.224219209
ENSMUSG00000029430,Ran,0.743760963,-1.644717603,0.020044889,2.328982518,1.644717603,0.020044889
ENSMUSG00000017707,Serinc3,0.742275602,-1.128277302,0.094001378,1.62419095,1.128277302,0.094001378
ENSMUSG00000021760,Gpx8,0.739304879,-2.342169958,0.000189866,3.755636731,2.342169958,0.000189866
ENSMUSG00000022551,Cyc1,0.738494682,-0.903847544,0.169547662,1.38275716,0.903847544,0.169547662
ENSMUSG00000002379,Ndufa11,0.73228317,-1.47881108,0.025633791,2.043651676,1.47881108,0.025633791
ENSMUSG00000026511,Srp9,0.729717546,-0.716790476,0.263674833,1.199852774,0.716790476,0.263674833
ENSMUSG00000002580,Mien1,0.726746823,-1.718278439,0.014007137,2.394828097,1.718278439,0.014007137
ENSMUSG00000093904,Tomm20,0.724856363,-0.795008323,0.219207852,1.258382177,0.795008323,0.219207852
ENSMUSG00000028249,Sdcbp,0.724046166,-1.084097199,0.106443988,1.536396844,1.084097199,0.106443988
ENSMUSG00000060904,Arl1,0.723506035,-0.740779483,0.248356892,1.209607674,0.740779483,0.248356892
ENSMUSG00000031231,Cox7b,0.721615575,-0.706314547,0.268650018,1.177904247,0.706314547,0.268650018
ENSMUSG00000029642,Polr1d,0.721615575,-0.52216093,0.39024147,1.036458189,0.52216093,0.39024147
ENSMUSG00000024659,Anxa1,0.719184983,-4.377984746,1.17E-18,14.98840477,4.377984746,4.81E-15
ENSMUSG00000021771,Vdac2,0.714728899,-1.320919316,0.047771251,1.787585535,1.320919316,0.047771251
ENSMUSG00000030120,Mlf2,0.712433341,-0.901320297,0.170181392,1.331543932,0.901320297,0.170181392
ENSMUSG00000005510,Ndufs3,0.711623144,-1.264945445,0.058573984,1.711985055,1.264945445,0.058573984
ENSMUSG00000025651,Uqcrc1,0.710407848,-1.210909445,0.07059453,1.646139476,1.210909445,0.07059453
ENSMUSG00000056501,Cebpb,0.708652421,-2.770700702,2.50E-06,4.845746873,2.770700702,2.50E-06
ENSMUSG00000030007,Cct7,0.708517388,-2.40726466,0.000103815,3.765391631,2.40726466,0.000103815
ENSMUSG00000028447,Dctn3,0.705681698,-1.809762062,0.008582858,2.477744752,1.809762062,0.008582858
ENSMUSG00000041203,2310036O22Rik,0.69960522,-1.380954151,0.038080404,1.824166412,1.380954151,0.038080404
ENSMUSG00000021282,Eif5,0.698795022,-1.786544887,0.009902627,2.414337898,1.786544887,0.009902627
ENSMUSG00000018171,Vmp1,0.697174628,-0.924615098,0.160835058,1.324227756,0.924615098,0.160835058
ENSMUSG00000004897,Hdgf,0.695689267,-1.03990101,0.120963855,1.431531663,1.03990101,0.120963855
ENSMUSG00000024099,Ndufv2,0.695149135,-1.183423655,0.077697851,1.580293897,1.183423655,0.077697851
ENSMUSG00000028821,Syf2,0.692718544,-0.957536902,0.146406309,1.346176283,0.957536902,0.146406309
ENSMUSG00000015839,Nfe2l2,0.692583511,-0.94997024,0.150463727,1.338860107,0.94997024,0.150463727
ENSMUSG00000020477,Mrps24,0.688532525,-0.823810804,0.204813256,1.219362575,0.823810804,0.204813256
ENSMUSG00000005779,Psmb4,0.686912131,-0.70089293,0.271631675,1.116936119,0.70089293,0.271631675
ENSMUSG00000024346,Pfdn1,0.686777098,-1.077994684,0.107645391,1.451041464,1.077994684,0.107645391
ENSMUSG00000018770,Atp5g3,0.686236967,-1.029886028,0.121817614,1.402266961,1.029886028,0.121817614
ENSMUSG00000021606,Ndufs6,0.682456047,-0.713420216,0.265347017,1.119374844,0.713420216,0.265347017
ENSMUSG00000026353,Ubxn4,0.675434339,-1.118861997,0.09493027,1.46811254,1.118861997,0.09493027
ENSMUSG00000040824,Snrpd2,0.67502924,-1.203385284,0.07239372,1.555906646,1.203385284,0.07239372
ENSMUSG00000038650,Rnh1,0.673678911,-1.791988447,0.009559126,2.336298693,1.791988447,0.009559126
ENSMUSG00000052397,Ezr,0.672733682,-3.137740136,1.93E-08,5.933418289,3.137740136,1.93E-08
ENSMUSG00000026879,Gsn,0.670573156,-5.141787116,6.29E-24,23.73123443,5.141787116,4.81E-15
ENSMUSG00000019428,Fkbp8,0.668952762,-1.010498366,0.126048292,1.348615008,1.010498366,0.126048292
ENSMUSG00000029038,Ssu72,0.668682696,-1.50466895,0.02289766,1.899766892,1.50466895,0.02289766
ENSMUSG00000024853,Sf3b2,0.666657203,-2.219127035,0.000528544,3.109374566,2.219127035,0.000528544
ENSMUSG00000010607,Pigyl,0.666117072,-0.630803997,0.316030761,1.031580738,0.630803997,0.316030761
ENSMUSG00000019804,Snx3,0.663281382,-1.171131864,0.081435309,1.494938517,1.171131864,0.081435309
ENSMUSG00000065990,Aurkaip1,0.663281382,-0.663924521,0.294377586,1.05109054,0.663924521,0.294377586
ENSMUSG00000070661,Rnf186,0.661931053,-1.566612525,0.017612607,1.963173746,1.566612525,0.017612607
ENSMUSG00000005514,Por,0.661660987,-1.609532637,0.014582279,2.021703149,1.609532637,0.014582279
ENSMUSG00000031799,Tpm4,0.6580151,-1.410382967,0.034055851,1.751004658,1.410382967,0.034055851
ENSMUSG00000026234,Ncl,0.65706987,-1.124732307,0.093507419,1.433970388,1.124732307,0.093507419
ENSMUSG00000031167,Rbm3,0.654774312,-1.07740363,0.10908376,1.38275716,1.07740363,0.10908376
ENSMUSG00000036533,Cdc42ep3,0.654639279,-1.383281224,0.037933069,1.70954633,1.383281224,0.037933069
ENSMUSG00000051234,Rnf7,0.653018885,-1.200655399,0.073474082,1.502254692,1.200655399,0.073474082
ENSMUSG00000070319,Eif3g,0.651668556,-1.215285201,0.069818828,1.514448318,1.215285201,0.069818828
ENSMUSG00000028998,Tomm7,0.649778096,-2.307211296,0.000254614,3.221555923,2.307211296,0.000254614
ENSMUSG00000027984,Hadh,0.649778096,-1.512352022,0.022289014,1.855869839,1.512352022,0.022289014
ENSMUSG00000025731,0610011F06Rik,0.648292735,-0.890373086,0.174755267,1.202291499,0.890373086,0.174755267
ENSMUSG00000027940,Tpm3,0.646267242,-1.557544249,0.018229192,1.904644342,1.557544249,0.018229192
ENSMUSG00000055447,Cd47,0.645727111,-1.60415033,0.015202638,1.965612471,1.60415033,0.015202638
ENSMUSG00000032301,Psma4,0.645457045,-1.319016259,0.048042281,1.611997324,1.319016259,0.048042281
ENSMUSG00000038502,Ptov1,0.645186979,-1.444787517,0.029397617,1.758320833,1.444787517,0.029397617
ENSMUSG00000000326,Comt,0.645186979,-1.065276451,0.112628445,1.351053733,1.065276451,0.112628445
ENSMUSG00000003161,Sri,0.643161486,-2.762432019,2.54E-06,4.372634194,2.762432019,2.54E-06
ENSMUSG00000030751,Psma1,0.642216256,-1.273001846,0.05767704,1.55346792,1.273001846,0.05767704
ENSMUSG00000024194,Cuta,0.635599646,-1.312601605,0.049387134,1.580293897,1.312601605,0.049387134
ENSMUSG00000045193,Cirbp,0.634519384,-0.757615346,0.239908962,1.073039066,0.757615346,0.239908962
ENSMUSG00000042043,Tbca,0.633034022,-1.600242469,0.014974616,1.921715418,1.600242469,0.014974616
ENSMUSG00000032112,Trappc4,0.632763957,-1.09850998,0.101556201,1.355931183,1.09850998,0.101556201
ENSMUSG00000032786,Alas1,0.631143562,-3.783191258,4.30E-13,8.70868751,3.783191258,4.30E-13
ENSMUSG00000021025,Nfkbia,0.627632708,-1.28792885,0.057325983,1.533958119,1.28792885,0.057325983
ENSMUSG00000038374,Rbm8a,0.627092577,-1.338690815,0.044793717,1.587610073,1.338690815,0.044793717
ENSMUSG00000016344,Ppdpf,0.626012314,-1.291657549,0.053681359,1.533958119,1.291657549,0.053681359
ENSMUSG00000025809,Itgb1,0.622906558,-0.780982967,0.227828701,1.070600341,0.780982967,0.227828701
ENSMUSG00000024181,Mrpl28,0.62155623,-0.903620232,0.170045306,1.163271896,0.903620232,0.170045306
ENSMUSG00000037235,Mxd4,0.618990605,-1.053113643,0.116870281,1.285208154,1.053113643,0.116870281
ENSMUSG00000027937,Jtb,0.617640277,-1.27396436,0.056846063,1.494938517,1.27396436,0.056846063
ENSMUSG00000071172,Srsf3,0.617370211,-0.848550694,0.194674277,1.112058668,0.848550694,0.194674277
ENSMUSG00000052974,Cyp2f2,0.615209685,-4.02843461,3.91E-14,10.06217997,4.02843461,4.08E-14
ENSMUSG00000022841,Ap2m1,0.615074653,-1.88823823,0.005505633,2.280208015,1.88823823,0.005505633
ENSMUSG00000007891,Ctsd,0.614804587,-2.32114589,0.000231529,3.077671139,2.32114589,0.000231529
ENSMUSG00000005625,Psmd4,0.614264455,-1.36407062,0.040745484,1.582732622,1.36407062,0.040745484
ENSMUSG00000024725,Ostf1,0.613859357,-1.121388593,0.094727904,1.336421382,1.121388593,0.094727904
ENSMUSG00000019806,Aig1,0.612779094,-1.987607637,0.002905537,2.433847699,1.987607637,0.002905537
ENSMUSG00000021102,Glrx5,0.610348503,-2.112478667,0.001226306,2.643578062,2.112478667,0.001226306
ENSMUSG00000028945,Rheb,0.608052944,-1.583256339,0.016226053,1.824166412,1.583256339,0.016226053
ENSMUSG00000006717,Acot13,0.607242747,-1.824260156,0.004599183,2.153394307,1.824260156,0.004599183
ENSMUSG00000062963,Ufc1,0.605757386,-0.847244996,0.194768216,1.090110142,0.847244996,0.194768216
ENSMUSG00000023048,Prr13,0.605217254,-1.694021731,0.009559126,1.96073502,1.694021731,0.009559126
ENSMUSG00000056851,Pcbp2,0.60359686,-1.618690899,0.013815815,1.855869839,1.618690899,0.013815815
ENSMUSG00000032050,Rdx,0.603191761,-0.784104331,0.226317219,1.038896914,0.784104331,0.226317219
ENSMUSG00000004535,Tax1bp1,0.60265163,-2.082103193,0.001538967,2.555783957,2.082103193,0.001538967
ENSMUSG00000030417,Pdcd5,0.601031236,-1.539027699,0.019751285,1.748565932,1.539027699,0.019751285
ENSMUSG00000036309,Skp1a,0.601031236,-1.47745242,0.026133318,1.675404178,1.47745242,0.026133318
ENSMUSG00000047281,Sfn,0.59981594,-1.639069617,0.015158537,1.87050219,1.639069617,0.015158537
ENSMUSG00000026374,Tsn,0.596710184,-0.806428725,0.214619958,1.043774364,0.806428725,0.214619958
ENSMUSG00000029776,Hibadh,0.595899987,-1.425498402,0.032105331,1.602242423,1.425498402,0.032105331
ENSMUSG00000019494,Cops6,0.595494889,-1.354554344,0.042426005,1.524203219,1.354554344,0.042426005
ENSMUSG00000028745,Capzb,0.591849002,-1.476405483,0.026132773,1.648578201,1.476405483,0.026132773
ENSMUSG00000027131,Emc4,0.590228607,-1.330013289,0.046526388,1.485183616,1.330013289,0.046526388
ENSMUSG00000021218,Gdi2,0.58941841,-1.021843633,0.123030929,1.197414049,1.021843633,0.123030929
ENSMUSG00000039016,Timm8b,0.589013312,-1.034517094,0.121817614,1.207168949,1.034517094,0.121817614
ENSMUSG00000058267,Mrps14,0.586312655,-1.109317118,0.098941548,1.265698353,1.109317118,0.098941548
ENSMUSG00000020386,Sar1b,0.585097359,-1.035385941,0.121817614,1.199852774,1.035385941,0.121817614
ENSMUSG00000091896,Ube2d2a,0.584287162,-1.520300931,0.021530006,1.677842903,1.520300931,0.021530006
ENSMUSG00000015837,Sqstm1,0.583611997,-1.115976234,0.096711399,1.265698353,1.115976234,0.096711399
ENSMUSG00000057388,Mrpl18,0.581721538,-0.849832218,0.194768216,1.048651814,0.849832218,0.194768216
ENSMUSG00000027282,Mtch2,0.581451472,-0.8933738,0.174198323,1.080355241,0.8933738,0.174198323
ENSMUSG00000067847,Romo1,0.579696045,-0.854863125,0.191703792,1.048651814,0.854863125,0.191703792
ENSMUSG00000021877,Arf4,0.577265453,-0.89401425,0.174415499,1.073039066,0.89401425,0.174415499
ENSMUSG00000040128,Pnrc1,0.576725322,-0.878913935,0.181683764,1.06084544,0.878913935,0.181683764
ENSMUSG00000008475,Arpc5,0.576050158,-1.191903931,0.076325407,1.316911581,1.191903931,0.076325407
ENSMUSG00000063694,Cycs,0.571188975,-1.259068892,0.059715275,1.368124809,1.259068892,0.059715275
ENSMUSG00000020444,Guk1,0.569973679,-0.991900824,0.134418459,1.134007195,0.991900824,0.134418459
ENSMUSG00000037152,Ndufc1,0.569433548,-1.14589045,0.088426355,1.260820902,1.14589045,0.088426355
ENSMUSG00000018965,Ywhah,0.569298515,-2.144839288,0.000996098,2.521641805,2.144839288,0.000996098
ENSMUSG00000028419,Chmp5,0.568758383,-1.596359747,0.015254432,1.721739956,1.596359747,0.015254432
ENSMUSG00000030629,Zfand6,0.566192759,-1.007679116,0.127602833,1.138884645,1.007679116,0.127602833
ENSMUSG00000007656,Arpp19,0.565787661,-0.948918371,0.15113843,1.092548867,0.948918371,0.15113843
ENSMUSG00000030795,Fus,0.564302299,-1.404233161,0.034980355,1.494938517,1.404233161,0.034980355
ENSMUSG00000028797,Tmem234,0.563762168,-1.174186682,0.080434898,1.273014528,1.174186682,0.080434898
ENSMUSG00000036478,Btg1,0.563627135,-1.704197894,0.009053916,1.838798763,1.704197894,0.009053916
ENSMUSG00000063065,Mapk3,0.563627135,-1.182784049,0.07886396,1.280330704,1.182784049,0.07886396
ENSMUSG00000020766,Galk1,0.563087004,-1.874868689,0.003347709,2.068038927,1.874868689,0.003347709
ENSMUSG00000002102,Psmc3,0.562411839,-1.242375441,0.063714195,1.331543932,1.242375441,0.063714195
ENSMUSG00000015804,Med28,0.560386346,-1.883501357,0.003181122,2.070477652,1.883501357,0.003181122
ENSMUSG00000068749,Psma5,0.558495887,-1.579121066,0.016715174,1.670526728,1.579121066,0.016715174
ENSMUSG00000028851,Nudc,0.557685689,-4.021787555,2.24E-15,9.079373733,4.021787555,4.81E-15
ENSMUSG00000020570,Sypl,0.557550657,-1.036016423,0.121817614,1.143762095,1.036016423,0.121817614
ENSMUSG00000007739,Cct4,0.554714967,-1.915046777,0.002615974,2.094864904,1.915046777,0.002615974
ENSMUSG00000025868,Higd2a,0.554444901,-1.357380869,0.041843285,1.421776762,1.357380869,0.041843285
ENSMUSG00000030884,Uqcrc2,0.554309868,-1.297190647,0.052434726,1.363247359,1.297190647,0.052434726
ENSMUSG00000005687,Bcas2,0.552284375,-1.225755771,0.068260847,1.292524329,1.225755771,0.068260847
ENSMUSG00000078348,Sf3b5,0.551609211,-1.078833899,0.108384976,1.165710622,1.078833899,0.108384976
ENSMUSG00000031807,Pgls,0.550393915,-1.099974238,0.10181001,1.180342972,1.099974238,0.10181001
ENSMUSG00000074781,Ube2n,0.55012385,-2.021191542,0.002359479,2.236310962,2.021191542,0.002359479
ENSMUSG00000021577,Sdha,0.549988817,-0.937418492,0.156162564,1.053529265,0.937418492,0.156162564
ENSMUSG00000031532,Saraf,0.549448685,-1.625627309,0.013699918,1.697352704,1.625627309,0.013699918
